fixture_id,team,player_id,player_name,minutes_played,rating,position,is_substitute,shots_total,shots_on_goal,goals_total,assists,passes_total,passes_key,passes_accuracy_pct,tackles_total,tackles_interceptions,duels_won
867946,Crystal Palace,18835,Vicente Guaita,90.0,6.2,G,False,,,,,37.0,,35,,,
867946,Crystal Palace,18862,Nathaniel Clyne,90.0,6.3,D,False,,,,,56.0,1.0,50,,1.0,3.0
867946,Crystal Palace,2729,Joachim Andersen,90.0,7.9,D,False,,,,,104.0,1.0,91,6.0,2.0,12.0
867946,Crystal Palace,67971,Marc Guéhi,90.0,6.3,D,False,,,,,105.0,,93,,1.0,1.0
867946,Crystal Palace,182201,Tyrick Mitchell,90.0,6.3,D,False,,,,,52.0,,39,1.0,2.0,2.0
867946,Crystal Palace,3339,Cheick Doucouré,75.0,6.7,M,False,,,,,34.0,,32,1.0,1.0,1.0
867946,Crystal Palace,18843,Jeffrey Schlupp,86.0,6.9,M,False,1.0,,,,35.0,,30,4.0,1.0,8.0
867946,Crystal Palace,3428,Jordan Ayew,90.0,6.2,M,False,,,,,30.0,3.0,26,2.0,,10.0
867946,Crystal Palace,19586,Eberechi Eze,86.0,6.2,M,False,1.0,1.0,,,35.0,,31,1.0,,3.0
867946,Crystal Palace,3247,Wilfried Zaha,90.0,7.2,M,False,,,,,35.0,2.0,29,3.0,,11.0
867946,Crystal Palace,1135,Odsonne Édouard,58.0,6.2,F,False,1.0,1.0,,,6.0,,3,,,1.0
867946,Crystal Palace,19143,Sam Johnstone,,,G,True,,,,,,,,,,
867946,Crystal Palace,126949,Chris Richards,,,D,True,,,,,,,,,,
867946,Crystal Palace,18847,Joel Ward,,,D,True,,,,,,,,,,
867946,Crystal Palace,18852,Luka Milivojević,15.0,6.5,M,True,,,,,16.0,,15,,,
867946,Crystal Palace,328808,Malcolm Ebiowei,8.0,6.5,M,True,,,,,3.0,,2,,,1.0
867946,Crystal Palace,18853,Jaïro Riedewald,,,M,True,,,,,,,,,,
867946,Crystal Palace,18806,Will Hughes,8.0,6.2,M,True,,,,,4.0,,3,,,
867946,Crystal Palace,25927,Jean-Philippe Mateta,32.0,6.7,F,True,1.0,,,,10.0,1.0,8,,,
867946,Crystal Palace,284059,Luke Plange,,,F,True,,,,,,,,,,
867946,Arsenal,20355,Aaron Ramsdale,90.0,7.5,G,False,,,,,28.0,,20,,,1.0
867946,Arsenal,19959,Benjamin White,90.0,7.6,D,False,,,,,32.0,1.0,24,8.0,1.0,12.0
867946,Arsenal,22090,William Saliba,90.0,7.5,D,False,,,,,48.0,,45,1.0,,4.0
867946,Arsenal,22224,Gabriel Magalhães,90.0,7.2,D,False,,,,,58.0,,52,1.0,1.0,6.0
867946,Arsenal,641,Oleksandr Zinchenko,83.0,7.3,D,False,1.0,1.0,,1.0,48.0,2.0,39,5.0,3.0,7.0
867946,Arsenal,37127,Martin Ødegaard,89.0,7.2,M,False,1.0,,,,39.0,,28,2.0,,3.0
867946,Arsenal,49,Thomas Partey,90.0,7,M,False,,,,,47.0,1.0,38,6.0,1.0,7.0
867946,Arsenal,1464,Granit Xhaka,90.0,7.2,M,False,,,,,47.0,1.0,40,1.0,2.0,9.0
867946,Arsenal,1460,Bukayo Saka,90.0,7,F,False,2.0,,,,29.0,1.0,24,2.0,,4.0
867946,Arsenal,643,Gabriel Jesus,83.0,7,F,False,,,,,28.0,,20,1.0,1.0,10.0
867946,Arsenal,127769,Gabriel Martinelli,90.0,7,F,False,2.0,1.0,1.0,,26.0,1.0,24,,,5.0
867946,Arsenal,50999,Matt Turner,,,G,True,,,,,,,,,,
867946,Arsenal,190,Cédric Soares,,,D,True,,,,,,,,,,
867946,Arsenal,1440,Rob Holding,,,D,True,,,,,,,,,,
867946,Arsenal,1117,Kieran Tierney,11.0,6.9,D,True,,,,,4.0,,2,2.0,,2.0
867946,Arsenal,727,Reiss Nelson,,,F,True,,,,,,,,,,
867946,Arsenal,1427,Albert Sambi Lokonga,1.0,,M,True,,,,,1.0,,1,,,1.0
867946,Arsenal,1452,Mohamed Elneny,,,M,True,,,,,,,,,,
867946,Arsenal,3246,Nicolas Pépé,,,F,True,,,,,,,,,,
867946,Arsenal,1468,Edward Nketiah,11.0,6.6,F,True,,,,,3.0,1.0,3,,,1.0
867947,Fulham,19657,Marek Rodák,90.0,6.3,G,False,,,,,31.0,,12,,,1.0
867947,Fulham,657,Kenny Tete,90.0,7.2,D,False,,,,1.0,30.0,1.0,17,5.0,2.0,7.0
867947,Fulham,19145,Tosin Adarabioyo,90.0,6.9,D,False,,,,,26.0,,17,2.0,1.0,4.0
867947,Fulham,19023,Tim Ream,90.0,7.2,M,False,,,,,27.0,,19,1.0,1.0,3.0
867947,Fulham,19549,Antonee Robinson,90.0,6.5,D,False,,,,,34.0,,22,1.0,2.0,1.0
867947,Fulham,19480,Harrison Reed,90.0,6.9,M,False,,,,,31.0,1.0,19,3.0,2.0,6.0
867947,Fulham,41104,João Palhinha,90.0,7.2,D,False,,,,,26.0,,20,6.0,1.0,9.0
867947,Fulham,19027,Neeskens Kebano,66.0,6.3,M,False,1.0,,,,14.0,1.0,11,1.0,,3.0
867947,Fulham,899,Andreas Pereira,89.0,6.5,M,False,,,,,23.0,1.0,14,,,1.0
867947,Fulham,19004,Bobby Reid,89.0,6.9,M,False,1.0,1.0,,,21.0,1.0,18,2.0,,5.0
867947,Fulham,2825,Aleksandar Mitrović,90.0,9.5,F,False,3.0,2.0,2.0,,28.0,1.0,10,1.0,1.0,18.0
867947,Fulham,1438,Bernd Leno,,,G,True,,,,,,,,,,
867947,Fulham,18962,Shane Duffy,1.0,,D,True,,,,,,,,,,
867947,Fulham,946,Kevin Mbabu,,,D,True,,,,,,,,,,
867947,Fulham,129707,Tyrese Francois,,,M,True,,,,,,,,,,
867947,Fulham,19025,Tom Cairney,1.0,,M,True,,,,,,,,1.0,,1.0
867947,Fulham,153077,Luke Harris,,,M,True,,,,,,,,,,
867947,Fulham,697,Manor Solomon,24.0,6.3,F,True,,,,,3.0,,2,2.0,,2.0
867947,Fulham,195106,Rodrigo Muniz,,,F,True,,,,,,,,,,
867947,Fulham,191971,Jay Stansfield,,,F,True,,,,,,,,,,
867947,Liverpool,280,Alisson,90.0,6.2,G,False,,,,,29.0,,22,,,
867947,Liverpool,283,Trent Alexander-Arnold,90.0,6.9,D,False,,,,,61.0,1.0,36,2.0,1.0,2.0
867947,Liverpool,286,Joël Matip,90.0,6.6,D,False,,,,,93.0,,79,3.0,2.0,5.0
867947,Liverpool,290,Virgil van Dijk,90.0,6.5,M,False,,,,,95.0,,79,2.0,,5.0
867947,Liverpool,289,Andrew Robertson,90.0,6.5,D,False,,,,,58.0,,43,2.0,,6.0
867947,Liverpool,292,Jordan Henderson,90.0,7.2,M,False,1.0,,,,63.0,2.0,45,,1.0,
867947,Liverpool,299,Fabinho,59.0,6.9,D,False,,,,,36.0,,29,1.0,1.0,2.0
867947,Liverpool,507,Thiago Alcântara,51.0,6.9,M,False,,,,,54.0,1.0,47,,1.0,3.0
867947,Liverpool,306,Mohamed Salah,90.0,7.6,F,False,2.0,1.0,1.0,,32.0,1.0,22,,1.0,2.0
867947,Liverpool,302,Roberto Firmino,51.0,6.7,F,False,,,,,24.0,,18,1.0,,2.0
867947,Liverpool,2489,Luis Díaz,78.0,6.7,F,False,1.0,,,,23.0,,19,,,3.0
867947,Liverpool,18812,Adrián,,,G,True,,,,,,,,,,
867947,Liverpool,284,Joe Gomez,,,D,True,,,,,,,,,,
867947,Liverpool,36922,Sepp van den Berg,,,D,True,,,,,,,,,,
867947,Liverpool,284366,Luke Chambers,,,D,True,,,,,,,,,,
867947,Liverpool,310187,Stefan Bajčetić,,,D,True,,,,,,,,,,
867947,Liverpool,153066,Fabio Carvalho,12.0,6.6,M,True,1.0,,,,2.0,,2,,2.0,1.0
867947,Liverpool,19035,Harvey Elliott,39.0,6.2,M,True,,,,,20.0,1.0,17,,1.0,1.0
867947,Liverpool,296,James Milner,31.0,6.2,M,True,,,,,16.0,,10,,,
867947,Liverpool,51617,Darwin Núñez,39.0,7.5,F,True,4.0,3.0,1.0,1.0,6.0,2.0,5,,,3.0
867951,Newcastle,18911,Nick Pope,90.0,6.9,G,False,,,,,12.0,,8,,,
867951,Newcastle,169,Kieran Trippier,90.0,7.6,D,False,,,,,66.0,2.0,49,1.0,4.0,3.0
867951,Newcastle,2806,Fabian Schär,90.0,8.5,D,False,1.0,1.0,1.0,,51.0,1.0,37,2.0,3.0,8.0
867951,Newcastle,18961,Dan Burn,90.0,7.7,D,False,4.0,1.0,,,33.0,1.0,28,2.0,,4.0
867951,Newcastle,18941,Matt Targett,90.0,7.3,D,False,,,,,50.0,3.0,41,3.0,,5.0
867951,Newcastle,1463,Joe Willock,80.0,7.2,M,False,1.0,1.0,,,28.0,1.0,26,4.0,,5.0
867951,Newcastle,10135,Bruno Guimarães,89.0,7.6,M,False,1.0,,,,72.0,3.0,64,3.0,1.0,12.0
867951,Newcastle,723,Joelinton,90.0,7.9,M,False,3.0,2.0,,1.0,53.0,3.0,48,1.0,2.0,9.0
867951,Newcastle,2507,Miguel Almirón,81.0,7.3,F,False,1.0,1.0,,,36.0,2.0,29,2.0,,4.0
867951,Newcastle,2939,Callum Wilson,89.0,7.2,F,False,4.0,2.0,1.0,,7.0,2.0,5,,,1.0
867951,Newcastle,22173,Allan Saint-Maximin,89.0,7.3,F,False,3.0,2.0,,,47.0,1.0,34,,1.0,5.0
867951,Newcastle,18886,Martin Dúbravka,,,G,True,,,,,,,,,,
867951,Newcastle,38734,Sven Botman,1.0,,D,True,,,,,3.0,,3,,,
867951,Newcastle,18903,Matt Ritchie,,,M,True,,,,,,,,,,
867951,Newcastle,18892,Paul Dummett,,,D,True,,,,,,,,,,
867951,Newcastle,18901,Sean Longstaff,10.0,6.9,M,True,,,,,5.0,1.0,3,1.0,,1.0
867951,Newcastle,138908,Elliot Anderson,,,M,True,,,,,,,,,,
867951,Newcastle,18873,Ryan Fraser,9.0,6.7,M,True,,,,,5.0,1.0,4,,,
867951,Newcastle,19163,Jacob Murphy,1.0,,M,True,,,,,,,,,,
867951,Newcastle,18931,Chris Wood,1.0,,F,True,,,,,1.0,,,,,
867951,Nottingham Forest,19088,Dean Henderson,90.0,7.7,G,False,,,,,32.0,,14,,,
867951,Nottingham Forest,1746,Joe Worrall,90.0,6.7,D,False,,,,,34.0,,29,3.0,,5.0
867951,Nottingham Forest,25916,Moussa Niakhaté,83.0,6.5,D,False,,,,,26.0,,21,,1.0,4.0
867951,Nottingham Forest,44811,Scott McKenna,90.0,6.9,D,False,,,,,25.0,,20,,1.0,5.0
867951,Nottingham Forest,138780,Neco Williams,90.0,7,M,False,1.0,,,,29.0,1.0,19,1.0,3.0,3.0
867951,Nottingham Forest,20503,Lewis O'Brien,75.0,6.6,M,False,,,,,26.0,,20,3.0,1.0,7.0
867951,Nottingham Forest,19299,Jack Colback,90.0,6.9,M,False,,,,,25.0,,22,5.0,1.0,7.0
867951,Nottingham Forest,17365,Harry Toffolo,90.0,6.5,M,False,,,,,35.0,,17,,1.0,4.0
867951,Nottingham Forest,900,Jesse Lingard,90.0,6,F,False,,,,,25.0,1.0,23,,2.0,
867951,Nottingham Forest,129711,Brennan Johnson,90.0,6.2,F,False,,,,,14.0,,6,,,1.0
867951,Nottingham Forest,18884,Sam Surridge,63.0,6.9,F,False,2.0,,,,10.0,,5,,,5.0
867951,Nottingham Forest,18836,Wayne Hennessey,,,G,True,,,,,,,,,,
867951,Nottingham Forest,279,Loïc Mbe Soh,,,D,True,,,,,,,,,,
867951,Nottingham Forest,84081,Giulian Biancone,,,D,True,,,,,,,,,,
867951,Nottingham Forest,325967,Oliver Hammond,,,M,True,,,,,,,,,,
867951,Nottingham Forest,40401,Cafú,,,M,True,,,,,,,,,,
867951,Nottingham Forest,24882,Orel Mangala,15.0,6.5,M,True,,,,,8.0,,7,1.0,,1.0
867951,Nottingham Forest,8598,Taiwo Awoniyi,27.0,6.3,F,True,,,,,4.0,,3,2.0,,2.0
867951,Nottingham Forest,19842,Lyle Taylor,,,F,True,,,,,,,,,,
867951,Nottingham Forest,129712,Alex Mighten,11.0,6.3,F,True,,,,,1.0,,1,,,1.0
867948,Bournemouth,18860,Mark Travers,90.0,7.2,G,False,,,,,26.0,,20,,,1.0
867948,Bournemouth,2490,Jefferson Lerma,90.0,7.3,D,False,1.0,1.0,1.0,,27.0,,21,1.0,1.0,1.0
867948,Bournemouth,18866,Chris Mepham,90.0,7.9,D,False,,,,,47.0,,38,2.0,1.0,8.0
867948,Bournemouth,19263,Lloyd Kelly,90.0,7.3,D,False,,,,1.0,26.0,1.0,15,2.0,1.0,5.0
867948,Bournemouth,18869,Adam Smith,90.0,6.5,M,False,1.0,,,,24.0,,14,1.0,2.0,2.0
867948,Bournemouth,19454,Ben Pearson,72.0,6.9,M,False,,,,,33.0,,23,3.0,1.0,6.0
867948,Bournemouth,2734,Philip Billing,90.0,7.3,M,False,1.0,,,,30.0,,24,5.0,5.0,6.0
867948,Bournemouth,19824,Jordan Zemura,90.0,7.5,M,False,,,,,22.0,1.0,15,3.0,,6.0
867948,Bournemouth,19245,Marcus Tavernier,86.0,7.9,F,False,,,,,24.0,3.0,15,1.0,,14.0
867948,Bournemouth,18883,Dominic Solanke,89.0,6.3,F,False,1.0,1.0,,,8.0,,5,1.0,,5.0
867948,Bournemouth,19804,Kieffer Moore,90.0,7,F,False,1.0,1.0,1.0,,23.0,,15,1.0,,7.0
867948,Bournemouth,151756,Will Dennis,,,G,True,,,,,,,,,,
867948,Bournemouth,20093,James Hill,,,D,True,,,,,,,,,,
867948,Bournemouth,19769,Jack Stacey,,,D,True,,,,,,,,,,
867948,Bournemouth,18872,Lewis Cook,18.0,6.9,M,True,,,,,9.0,,5,,2.0,
867948,Bournemouth,1125,Ryan Christie,11.0,6.3,M,True,,,,,2.0,,1,,,1.0
867948,Bournemouth,19356,Emiliano Marcondes,,,M,True,,,,,,,,,,
867948,Bournemouth,18878,Junior Stanislas,1.0,,M,True,,,,,,,,,,
867948,Bournemouth,196855,Jaidon Anthony,,,F,True,,,,,,,,,,
867948,Bournemouth,19964,Siriki Dembélé,,,M,True,,,,,,,,,,
867948,Aston Villa,19599,Emiliano Martínez,90.0,6.3,G,False,,,,,11.0,,8,,,2.0
867948,Aston Villa,19298,Matty Cash,90.0,7,D,False,,,,,63.0,,52,1.0,1.0,7.0
867948,Aston Villa,19354,Ezri Konsa,90.0,6.9,D,False,,,,,64.0,,57,1.0,2.0,6.0
867948,Aston Villa,21090,Diego Carlos,90.0,6.5,D,False,1.0,,,,72.0,,56,1.0,,1.0
867948,Aston Villa,2724,Lucas Digne,90.0,6.6,D,False,,,,,63.0,1.0,54,,3.0,6.0
867948,Aston Villa,19191,John McGinn,90.0,6.9,M,False,1.0,,,,55.0,,46,2.0,1.0,8.0
867948,Aston Villa,1904,Boubacar Kamara,82.0,6.9,M,False,1.0,,,,72.0,,61,1.0,,7.0
867948,Aston Villa,19192,Jacob Ramsey,45.0,7.2,M,False,2.0,1.0,,,32.0,2.0,29,3.0,,6.0
867948,Aston Villa,983,Leon Bailey,90.0,6.9,F,False,,,,,28.0,1.0,22,1.0,,5.0
867948,Aston Villa,18955,Danny Ings,66.0,6.9,F,False,3.0,1.0,,,15.0,1.0,12,,,4.0
867948,Aston Villa,147,Philippe Coutinho,81.0,6.9,F,False,1.0,,,,45.0,1.0,35,,1.0,4.0
867948,Aston Villa,766,Robin Olsen,,,G,True,,,,,,,,,,
867948,Aston Villa,894,Ashley Young,,,D,True,,,,,,,,,,
867948,Aston Villa,19016,Calum Chambers,,,D,True,,,,,,,,,,
867948,Aston Villa,2852,Ludwig Augustinsson,,,D,True,,,,,,,,,,
867948,Aston Villa,19179,Tyrone Mings,,,D,True,,,,,,,,,,
867948,Aston Villa,19071,Emiliano Buendía,45.0,6.3,M,True,,,,,30.0,1.0,27,,,2.0
867948,Aston Villa,47522,Douglas Luiz,8.0,6.7,M,True,,,,,15.0,,15,,,
867948,Aston Villa,19366,Ollie Watkins,24.0,6.3,F,True,,,,,4.0,1.0,4,,,
867948,Aston Villa,137302,Cameron Archer,9.0,6.3,F,True,,,,,2.0,,1,,,
867952,Tottenham,159,Hugo Lloris,90.0,6.3,G,False,,,,,16.0,,15,,,
867952,Tottenham,30776,Cristian Romero,90.0,7,D,False,2.0,,,,74.0,,63,,1.0,5.0
867952,Tottenham,175,Eric Dier,90.0,7.5,D,False,1.0,1.0,1.0,,63.0,,55,,1.0,1.0
867952,Tottenham,164,Ben Davies,86.0,7,D,False,1.0,1.0,,,70.0,1.0,61,1.0,,5.0
867952,Tottenham,1566,Emerson Royal,87.0,7.9,M,False,2.0,,,1.0,50.0,2.0,43,3.0,,7.0
867952,Tottenham,863,Rodrigo Bentancur,86.0,7.5,M,False,,,,,62.0,,56,5.0,1.0,7.0
867952,Tottenham,2735,Pierre-Emile Højbjerg,90.0,7.2,M,False,,,,,69.0,2.0,61,3.0,,6.0
867952,Tottenham,19032,Ryan Sessegnon,66.0,7.3,M,False,1.0,1.0,1.0,,30.0,,22,2.0,,4.0
867952,Tottenham,30435,Dejan Kulusevski,86.0,8.5,F,False,1.0,1.0,1.0,1.0,39.0,3.0,36,4.0,,5.0
867952,Tottenham,186,Heung-min Son,90.0,7.9,F,False,3.0,2.0,,1.0,33.0,4.0,24,3.0,,4.0
867952,Tottenham,184,Harry Kane,90.0,6.6,F,False,2.0,2.0,,,26.0,2.0,19,,,1.0
867952,Tottenham,18932,Fraser Forster,,,G,True,,,,,,,,,,
867952,Tottenham,133,Clément Lenglet,8.0,6.6,D,True,,,,,6.0,,6,,,1.0
867952,Tottenham,168,Davinson Sánchez,,,D,True,,,,,,,,,,
867952,Tottenham,19235,Djed Spence,,,D,True,,,,,,,,,,
867952,Tottenham,207,Ivan Perišić,24.0,6.7,M,True,,,,,6.0,,3,1.0,,1.0
867952,Tottenham,18968,Yves Bissouma,8.0,6.9,M,True,1.0,,,,5.0,1.0,4,1.0,,1.0
867952,Tottenham,18742,Matt Doherty,3.0,,D,True,,,,,3.0,,1,,,
867952,Tottenham,2061,Bryan Gil,,,F,True,,,,,,,,,,
867952,Tottenham,178,Lucas Moura,8.0,6.3,F,True,,,,,2.0,,2,1.0,,1.0
867952,Southampton,105971,Gavin Bazunu,90.0,6.7,G,False,,,,,33.0,,10,,,
867952,Southampton,171,Kyle Walker-Peters,89.0,6.6,D,False,,,,,27.0,,22,2.0,1.0,8.0
867952,Southampton,18942,Yan Valery,45.0,6,D,False,,,,,22.0,,15,,,1.0
867952,Southampton,2999,Jan Bednarek,90.0,6.5,D,False,,,,,52.0,2.0,47,,2.0,2.0
867952,Southampton,47480,Mohammed Salisu,90.0,6.3,D,False,1.0,,,,47.0,1.0,40,2.0,3.0,5.0
867952,Southampton,2114,Moussa Djenepo,72.0,6.3,D,False,1.0,,,1.0,25.0,1.0,18,,1.0,4.0
867952,Southampton,2938,James Ward-Prowse,90.0,7.9,M,False,2.0,1.0,1.0,,38.0,4.0,32,2.0,1.0,2.0
867952,Southampton,282125,Roméo Lavia,90.0,7,M,False,,,,,52.0,,50,2.0,1.0,7.0
867952,Southampton,18949,Oriol Romeu,75.0,6.9,M,False,,,,,29.0,,28,1.0,1.0,6.0
867952,Southampton,19825,Joe Aribo,90.0,6.5,F,False,1.0,1.0,,,21.0,,16,1.0,1.0,4.0
867952,Southampton,19484,Adam Armstrong,45.0,6.5,F,False,1.0,,,,10.0,,10,,,
867952,Southampton,18935,Alex McCarthy,,,G,True,,,,,,,,,,
867952,Southampton,25061,Armel Bella-Kotchap,,,D,True,,,,,,,,,,
867952,Southampton,18940,Jack Stephens,45.0,6.3,D,True,,,,,25.0,,23,1.0,1.0,2.0
867952,Southampton,20600,Romain Perraud,18.0,6.9,D,True,1.0,,,,5.0,,4,1.0,,2.0
867952,Southampton,20557,Ibrahima Diallo,15.0,6.3,M,True,,,,,9.0,,9,,1.0,
867952,Southampton,18948,Nathan Redmond,1.0,,M,True,,,,,,,,,,
867952,Southampton,18945,Stuart Armstrong,45.0,6,M,True,,,,,15.0,,13,2.0,,2.0
867952,Southampton,18946,Mohamed Elyounoussi,,,M,True,,,,,,,,,,
867952,Southampton,19524,Che Adams,,,F,True,,,,,,,,,,
867949,Leeds,20619,Illan Meslier,90.0,7.2,G,False,,,,,21.0,,14,,,
867949,Leeds,533,Rasmus Kristensen,90.0,6.9,D,False,,,,,38.0,1.0,26,1.0,2.0,2.0
867949,Leeds,26238,Robin Koch,90.0,7,D,False,1.0,,,,39.0,,34,3.0,1.0,3.0
867949,Leeds,47302,Diego Llorente,90.0,7.2,D,False,,,,,46.0,,38,2.0,2.0,6.0
867949,Leeds,64003,Pascal Struijk,90.0,6.6,D,False,1.0,,,,45.0,,31,5.0,3.0,10.0
867949,Leeds,47341,Marc Roca,73.0,6.9,M,False,1.0,1.0,,,35.0,1.0,30,1.0,2.0,3.0
867949,Leeds,1150,Tyler Adams,90.0,6.9,M,False,1.0,,,,33.0,1.0,28,4.0,1.0,4.0
867949,Leeds,50739,Brenden Aaronson,85.0,6.2,M,False,,,,,21.0,,15,2.0,,4.0
867949,Leeds,935,Rodrigo,65.0,6.9,M,False,2.0,1.0,1.0,,18.0,,11,,2.0,
867949,Leeds,19128,Jack Harrison,90.0,7.9,M,False,,,,1.0,25.0,7.0,16,2.0,1.0,8.0
867949,Leeds,19134,Patrick Bamford,84.0,6.2,F,False,2.0,2.0,,,15.0,,11,,,3.0
867949,Leeds,39105,Kristoffer Klaesson,,,G,True,,,,,,,,,,
867949,Leeds,153411,Cody Drameh,,,D,True,,,,,,,,,,
867949,Leeds,297187,Leo Fuhr Hjelde,,,D,True,,,,,,,,,,
867949,Leeds,3008,Mateusz Klich,25.0,6.3,M,True,,,,,11.0,,8,,,1.0
867949,Leeds,282124,Darko Gyabi,,,M,True,,,,,,,,,,
867949,Leeds,328089,Archie Gray,,,M,True,,,,,,,,,,
867949,Leeds,153400,Sam Greenwood,17.0,6.6,F,True,1.0,,,,5.0,,5,1.0,,1.0
867949,Leeds,37724,Crysencio Summerville,10.0,6.5,M,True,,,,,2.0,,1,,,
867949,Leeds,19569,Joe Gelhardt,11.0,6.3,F,True,,,,,1.0,,1,,,
867949,Wolves,1590,José Sá,90.0,6.3,G,False,,,,,31.0,,22,,,
867949,Wolves,18740,Jonny Otto,90.0,6.7,D,False,1.0,,,,50.0,,43,3.0,3.0,8.0
867949,Wolves,19495,Nathan Collins,90.0,6.9,D,False,,,,,75.0,,68,,2.0,3.0
867949,Wolves,18744,Max Kilman,90.0,7.3,D,False,1.0,,,,83.0,,75,,,8.0
867949,Wolves,21138,Rayan Aït Nouri,90.0,6.7,D,False,,,,,61.0,3.0,52,3.0,,10.0
867949,Wolves,2922,Leander Dendoncker,90.0,7.5,M,False,3.0,2.0,,,47.0,1.0,44,2.0,5.0,5.0
867949,Wolves,2676,Rúben Neves,90.0,7.9,M,False,1.0,,,,61.0,2.0,55,4.0,1.0,7.0
867949,Wolves,1605,Daniel Podence,90.0,7.5,M,False,2.0,1.0,1.0,,44.0,3.0,29,1.0,,2.0
867949,Wolves,18746,Morgan Gibbs-White,90.0,6.9,M,False,2.0,1.0,,,46.0,1.0,37,2.0,1.0,5.0
867949,Wolves,1864,Pedro Neto,90.0,7.2,M,False,1.0,1.0,,,32.0,2.0,27,1.0,2.0,8.0
867949,Wolves,24888,Hee-Chan Hwang,85.0,7.3,F,False,1.0,1.0,,1.0,16.0,2.0,11,,,4.0
867949,Wolves,19173,Matija Šarkić,,,G,True,,,,,,,,,,
867949,Wolves,18741,Conor Coady,,,D,True,,,,,,,,,,
867949,Wolves,195717,Yerson Mosquera,,,D,True,,,,,,,,,,
867949,Wolves,280687,Hugo Bueno,,,D,True,,,,,,,,,,
867949,Wolves,18739,Willy Boly,,,D,True,,,,,,,,,,
867949,Wolves,149564,Luke Cundle,,,M,True,,,,,,,,,,
867949,Wolves,61178,Connor Ronan,,,M,True,,,,,,,,,,
867949,Wolves,204033,Joe Hodge,,,M,True,,,,,,,,,,
867949,Wolves,158432,Chem Campbell,10.0,6.5,M,True,,,,,,,,,,1.0
867953,Everton,2932,Jordan Pickford,90.0,7.3,G,False,,,,,33.0,,16,,,
867953,Everton,138417,Nathan Patterson,90.0,6.7,D,False,,,,,30.0,,27,4.0,,7.0
867953,Everton,19073,Ben Godfrey,18.0,6.6,D,False,,,,,5.0,,4,1.0,,1.0
867953,Everton,2484,Yerry Mina,70.0,6.9,D,False,,,,,16.0,,14,1.0,1.0,3.0
867953,Everton,2936,James Tarkowski,90.0,7.5,D,False,2.0,2.0,,,36.0,1.0,29,,2.0,2.0
867953,Everton,2165,Vitaliy Mykolenko,90.0,6.9,D,False,1.0,,,,28.0,1.0,21,2.0,2.0,3.0
867953,Everton,18929,Dwight McNeil,61.0,7.3,M,False,,,,,21.0,1.0,15,4.0,,8.0
867953,Everton,18805,Abdoulaye Doucouré,90.0,7.3,M,False,2.0,1.0,,,36.0,,32,5.0,,7.0
867953,Everton,1455,Alex Iwobi,90.0,6.6,M,False,,,,,38.0,2.0,31,,2.0,1.0
867953,Everton,18781,Demarai Gray,90.0,6.2,M,False,,,,,23.0,1.0,11,1.0,,6.0
867953,Everton,138787,Anthony Gordon,90.0,6.5,F,False,1.0,,,,15.0,,10,2.0,,7.0
867953,Everton,18858,Asmir Begović,,,G,True,,,,,,,,,,
867953,Everton,2934,Michael Keane,,,D,True,,,,,,,,,,
867953,Everton,19150,Mason Holgate,72.0,7,D,True,1.0,1.0,,,26.0,,15,3.0,1.0,7.0
867953,Everton,3240,Jean-Philippe Gbamin,,,M,True,,,,,,,,,,
867953,Everton,18745,Rúben Vinagre,20.0,6.3,D,True,,,,,15.0,,11,1.0,,3.0
867953,Everton,284266,Lewis Warrington,,,M,True,,,,,,,,,,
867953,Everton,172,Dele Alli,29.0,6.2,M,True,,,,,13.0,,10,,,2.0
867953,Everton,284187,Stanley Mills,,,M,True,,,,,,,,,,
867953,Everton,326,Allan,,,M,True,,,,,,,,,,
867953,Chelsea,2986,Edouard Mendy,90.0,7.6,G,False,,,,,19.0,,18,,,2.0
867953,Chelsea,2280,César Azpilicueta,90.0,7.6,D,False,,,,,65.0,2.0,59,4.0,1.0,7.0
867953,Chelsea,259,Thiago Silva,90.0,7.5,D,False,,,,,76.0,,67,1.0,3.0,4.0
867953,Chelsea,318,Kalidou Koulibaly,75.0,7.2,D,False,1.0,1.0,,,58.0,,51,2.0,1.0,7.0
867953,Chelsea,19545,Reece James,90.0,7.7,M,False,1.0,,,,64.0,3.0,59,1.0,1.0,4.0
867953,Chelsea,2290,N'Golo Kanté,90.0,7.5,M,False,1.0,1.0,,,70.0,2.0,60,4.0,2.0,7.0
867953,Chelsea,2289,Jorginho,89.0,6.9,M,False,1.0,1.0,1.0,,72.0,1.0,60,,,2.0
867953,Chelsea,2933,Ben Chilwell,65.0,6.3,M,False,,,,,27.0,,23,,,3.0
867953,Chelsea,19220,Mason Mount,65.0,7.3,F,False,1.0,1.0,,,27.0,,25,,,
867953,Chelsea,645,Raheem Sterling,90.0,6.5,F,False,,,,,27.0,2.0,19,1.0,,7.0
867953,Chelsea,978,Kai Havertz,75.0,6.9,F,False,2.0,1.0,,,23.0,,19,2.0,,8.0
867953,Chelsea,2273,Kepa Arrizabalaga,,,G,True,,,,,,,,,,
867953,Chelsea,47380,Marc Cucurella,15.0,6.9,D,True,,,,,17.0,1.0,15,1.0,,2.0
867953,Chelsea,19720,Trevoh Chalobah,,,D,True,,,,,,,,,,
867953,Chelsea,2292,Ruben Loftus-Cheek,25.0,6.6,M,True,,,,,11.0,,8,2.0,,5.0
